FID,CUT,REGION,PROVINCIA,COMUNA,MANZENT,NOMBRE DISTRITO,SHAPE_Leng,SHAPE_Area,URBANO,Shape__Area,Shape__Length,DISTRITO CENSAL,ZONA CENSAL,MANZANA,CATEGORIA,CODIGO CATEGORIA,Numero total de personas,Total de Hombres,Total de Mujeres,Total de personas de 0 a 5 años,Total de personas de 6 a 14 años,Total de personas de 15 a 64 años,Total de personas de 65 y mas años,Total de personas emigrantes que residen habitualmente en el territorio nacional,Total personas que se consideran pertenecientes a algun pueblo indigena u originario,Total de viviendas particulares,Total viviendas colectivas,Total viviendas ocupadas con moradores presentes,Total viviendas,Cantidad de viviendas con materialidad en paredes de Hormigon armado,Cantidad de viviendas con materialidad en paredes de albañileria: bloque de cemento-piedra o ladrillo,Cantidad de viviendas con materialidad en paredes de tabique forrado por ambas caras (madera o acero),Cantidad de viviendas con materialidad en paredes de tabique sin forro interior (madera u otro),Cantidad de viviendas con materialidad en paredes de adobe-barro-quincha-pirca u otro artesanal tradicional,Cantidad de viviendas con materialidad en paredes de materiales precarios (lata-carton-plastico-etc.),Cantidad de viviendas con materialidad de techo tejas o tejuelas de arcilla-metalicas-de cemento-de madera-asfalticas o plasticas,Cantidad de viviendas con materialidad de techo losa hormigon,Cantidad de viviendas con materialidad de techo planchas metalicas de zinc-cobre-etc. O fibrocemento (tipo pizarreño),Cantidad de viviendas con materialidad de techo fonolita o plancha de fieltro embreado,Cantidad de viviendas con materialidad de techo paja-coiron-totora o caña,Cantidad de viviendas con materialidad de techo materiales precarios (lata-carton-plastico-etc.),Cantidad de viviendas con materialidad de techo sin cubierta solida de techo,Cantidad de viviendas con materialidad de piso parquet-piso flotante-ceramico-madera-alfombra-flexit-cubrepiso u otro similar-sobre radier o vigas de madera,Viviendas con materialidad de piso radier sin revestimiento,Viviendas con materialidad de piso baldosa de cemento,Viviendas con materialidad de piso capa de cemento sobre tierra,Viviendas con materialidad de piso tierra,Total viviendas con materialidad aceptable,Total viviendas con materialidad recuperable,Total viviendas con materialidad irrecuperable,Cantidad de viviendas con origen del agua por red publica,Cantidad de viviendas con origen del agua por pozo o noria,Cantidad de viviendas con origen del agua por camion aljibe,Cantidad de viviendas con origen del agua por rio-vertiente-estero-canal-lago-etc.
145924,14101,REGIÓN DE LOS RÍOS,VALDIVIA,VALDIVIA,14101031001016,MERCEDES,0.0056843724397,9.69774006139e-7,VALDIVIA,15644.81640625,686.069730099213,3,1,16,CD,1,67,35,32,Indeterminado,Indeterminado,52,8,Indeterminado,14,23,2,19,25,0,0,18,0,0,1,0,0,17,0,0,2,0,19,0,0,0,0,16,0,3,19,0,0,0
