,,,,,,,,,,,,,,
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID,FILE
B0:C1:9E:3E:58:44, 2018-07-11 21:21:06, 2018-07-11 21:24:00,7,54, WPA2, CCMP,PSK,-85,15,0,   0.  0.  0.  0,10, WOM-3E5844,CAP5
48:D3:43:0E:3E:69, 2018-07-11 21:21:06, 2018-07-11 21:24:00,6,54, WPA2WPA , CCMP TKIP,PSK,-85,21,0,   0.  0.  0.  0,11, VTR-5833663,CAP5
00:1D:D4:C1:4D:3C, 2018-07-11 21:21:11, 2018-07-11 21:24:01,10,54, WPA , CCMP,PSK,-85,15,0,   0.  0.  0.  0,8, RUSSELL.,CAP5
C8:D7:B0:57:7E:9D, 2018-07-11 21:20:51, 2018-07-11 21:24:00,6,54, OPN ,       ,   ,-84,12,0,   0.  0.  0.  0,17, MOVISTAR WIFI3279,CAP5
A4:15:88:D6:FF:60, 2018-07-11 21:20:51, 2018-07-11 21:24:00,6,54, WPA2, CCMP,PSK,-84,25,0,   0.  0.  0.  0,12, Buscando....,CAP5
48:F8:B3:22:4D:66, 2018-07-11 21:20:51, 2018-07-11 21:24:00,6,54, OPN ,       ,   ,-84,18,0,   0.  0.  0.  0,11, ,CAP5
00:27:22:AC:4E:B8, 2018-07-11 21:20:51, 2018-07-11 21:24:00,1,54, WPA2, CCMP TKIP,PSK,-84,9,0,   0.  0.  0.  0,11, Melillanca2,CAP5
62:02:71:7B:FA:51, 2018-07-11 21:21:06, 2018-07-11 21:24:01,9,54, WPA2WPA , CCMP,PSK,-84,20,0,   0.  0.  0.  0,15, WifiTelsur_NOMA,CAP5
6A:D3:43:0E:3E:69, 2018-07-11 21:21:06, 2018-07-11 21:24:00,6,54, WPA2, CCMP,PSK,-83,16,0,   0.  0.  0.  0,17, Invitados Robledo,CAP5
00:25:C4:17:69:A1, 2018-07-11 21:21:07, 2018-07-11 21:24:00,6,54, WEP , WEP,   ,-83,15,0,   0.  0.  0.  0,11, Red_Interna,CAP5
4C:6E:6E:98:08:90, 2018-07-11 21:20:52, 2018-07-11 21:24:01,36,54, WPA2, CCMP TKIP,PSK,-83,18,0,   0.  0.  0.  0,17, Puerto canelos_5G,CAP5
A4:15:88:E4:5E:70, 2018-07-11 21:20:51, 2018-07-11 21:24:00,6,54, WPA2, CCMP,PSK,-83,30,0,   0.  0.  0.  0,8, VIRGINIA,CAP5
4C:6E:6E:A4:30:AD, 2018-07-11 21:21:06, 2018-07-11 21:24:01,11,54, WPA2, CCMP TKIP,PSK,-80,19,0,   0.  0.  0.  0,11, Telsur_WIFI,CAP5
D4:6E:0E:48:E4:74, 2018-07-11 21:20:51, 2018-07-11 21:24:00,8,54, WPA2WPA , CCMP TKIP,PSK,-79,29,0,   0.  0.  0.  0,6, NISSAN,CAP5
44:D9:E7:E1:F3:70, 2018-07-11 21:20:52, 2018-07-11 21:24:01,-1,54, OPN ,       ,   ,-79,17,0,   0.  0.  0.  0,13, SmartValdivia,CAP5
44:D9:E7:E1:F3:60, 2018-07-11 21:20:52, 2018-07-11 21:24:01,11,54, OPN ,       ,   ,-78,34,0,   0.  0.  0.  0,13, SmartValdivia,CAP5
D4:68:4D:24:5C:D9, 2018-07-11 21:20:51, 2018-07-11 21:24:00,1,54, WPA2, CCMP,PSK,-77,11,0,   0.  0.  0.  0,3, PDV,CAP5
D4:68:4D:24:5C:D8, 2018-07-11 21:20:51, 2018-07-11 21:24:00,1,54, OPN ,       ,   ,-77,10,0,   0.  0.  0.  0,7, Alumnos,CAP5
4E:6E:6E:98:08:8F, 2018-07-11 21:20:51, 2018-07-11 21:24:00,3,54, WPA2, CCMP,PSK,-74,29,0,   0.  0.  0.  0,4, Home,CAP5
4C:6E:6E:98:08:8F, 2018-07-11 21:20:51, 2018-07-11 21:24:00,3,54, WPA2, CCMP TKIP,PSK,-74,30,0,   0.  0.  0.  0,15, canelos CLIENTE,CAP5
00:27:22:3E:BB:D7, 2018-07-11 21:20:51, 2018-07-11 21:24:00,1,54, WPA2, CCMP TKIP,PSK,-73,23,0,   0.  0.  0.  0,11, Melillanca1,CAP5
,,,,,,,,,,,,,,
Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs,,,,,,,,
