,,,,,,,,,,,,,,
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID,FILE
00:27:22:3E:BB:D7, 2018-07-11 21:48:23, 2018-07-11 21:50:48,1,54, WPA2, CCMP TKIP,PSK,-86,7,0,   0.  0.  0.  0,11, Melillanca1,CAP10
38:FF:36:0E:DE:3C, 2018-07-11 21:49:28, 2018-07-11 21:50:36,44,54, WPA2, CCMP,PSK,-86,3,0,   0.  0.  0.  0,3, WSE,CAP10
92:2A:A8:A1:76:3F, 2018-07-11 21:48:23, 2018-07-11 21:50:35,6,54, OPN ,       ,   ,-86,9,0,   0.  0.  0.  0,22, Punto Creativo visitas,CAP10
44:D9:E7:E1:F3:70, 2018-07-11 21:47:56, 2018-07-11 21:50:50,-1,54, OPN ,       ,   ,-86,8,0,   0.  0.  0.  0,13, SmartValdivia,CAP10
38:60:77:0C:7D:1D, 2018-07-11 21:47:55, 2018-07-11 21:50:35,9,54, WPA2, CCMP TKIP,PSK,-86,14,0,   0.  0.  0.  0,5, NEWEN,CAP10
4C:6E:6E:98:08:8F, 2018-07-11 21:47:54, 2018-07-11 21:50:49,3,54, WPA2, CCMP TKIP,PSK,-86,13,0,   0.  0.  0.  0,15, canelos CLIENTE,CAP10
4C:6E:6E:98:FB:4A, 2018-07-11 21:47:54, 2018-07-11 21:50:49,1,54, WPA2, CCMP TKIP,PSK,-86,4,0,   0.  0.  0.  0,17, WifiTelsur_CASAAB,CAP10
44:D9:E7:E1:F3:60, 2018-07-11 21:47:55, 2018-07-11 21:50:50,11,54, OPN ,       ,   ,-85,25,0,   0.  0.  0.  0,13, SmartValdivia,CAP10
72:02:71:5E:53:62, 2018-07-11 21:47:55, 2018-07-11 21:50:49,6,54, WPA2, CCMP,PSK,-83,22,0,   0.  0.  0.  0,11, Soc-Montory,CAP10
40:0D:10:A4:45:59, 2018-07-11 21:47:54, 2018-07-11 21:50:48,1,54, WPA2WPA , CCMP TKIP,PSK,-82,11,0,   0.  0.  0.  0,11, VTR-7448158,CAP10
38:FF:36:0E:DE:38, 2018-07-11 21:48:09, 2018-07-11 21:50:49,6,54, WPA2, CCMP,PSK,-81,16,0,   0.  0.  0.  0,3, WSE,CAP10
90:F6:52:63:49:D4, 2018-07-11 21:47:54, 2018-07-11 21:50:49,6,54, WPA2WPA , CCMP,PSK,-81,26,0,   0.  0.  0.  0,9, C_MONTORY,CAP10
62:02:71:5A:BF:57, 2018-07-11 21:47:54, 2018-07-11 21:50:49,2,54, WPA2WPA , CCMP,PSK,-80,17,0,   0.  0.  0.  0,13, WifiTelsur_DP,CAP10
84:AA:9C:6F:80:18, 2018-07-11 21:47:55, 2018-07-11 21:50:50,11,54, WPA2, CCMP,PSK,-79,30,0,   0.  0.  0.  0,7, ISIDORA,CAP10
00:14:A5:C5:94:C9, 2018-07-11 21:47:54, 2018-07-11 21:50:49,4,54, WPA , TKIP,PSK,-79,34,0,   0.  0.  0.  0,21, FamiliaRosasBahamonde,CAP10
62:02:71:77:DE:8D, 2018-07-11 21:47:55, 2018-07-11 21:50:49,9,54, WPA2WPA , CCMP,PSK,-76,29,0,   0.  0.  0.  0,18, wifitelsur_cabana1,CAP10
4C:6E:6E:99:D0:55, 2018-07-11 21:47:55, 2018-07-11 21:50:50,36,54, WPA2, CCMP TKIP,PSK,-76,18,0,   0.  0.  0.  0,20, wifitelsur_cabana25G,CAP10
48:D3:43:60:14:E1, 2018-07-11 21:47:54, 2018-07-11 21:50:49,6,54, WPA2WPA , CCMP TKIP,PSK,-73,34,0,   0.  0.  0.  0,11, VTR-7259770,CAP10
4C:6E:6E:A8:43:4D, 2018-07-11 21:47:54, 2018-07-11 21:50:49,1,54, WPA2, CCMP TKIP,PSK,-72,24,0,   0.  0.  0.  0,19, wifitelsur_lacasita,CAP10
34:57:60:7B:79:A8, 2018-07-11 21:47:55, 2018-07-11 21:50:50,11,54, WPA2, CCMP,PSK,-68,41,0,   0.  0.  0.  0,6, CAIMAN,CAP10
4C:6E:6E:99:D0:54, 2018-07-11 21:47:54, 2018-07-11 21:50:49,3,54, WPA2, CCMP TKIP,PSK,-66,41,0,   0.  0.  0.  0,18, wifitelsur_cabana2,CAP10
,,,,,,,,,,,,,,
Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs,,,,,,,,
