,,,,,,,,,,,,,,
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID,FILE
00:0F:60:08:AA:0A, 2018-07-11 21:17:44, 2018-07-11 21:19:49,11,54, WPA2, CCMP,PSK,-87,3,0,   0.  0.  0.  0,19, EMn-9ef88e-10-14102,CAP4
4C:6E:6E:9A:DA:8E, 2018-07-11 21:16:56, 2018-07-11 21:19:48,4,54, WPA2, CCMP TKIP,PSK,-87,15,0,   0.  0.  0.  0,15, WifiTelsur_DA8D,CAP4
4C:6E:6E:A1:5D:27, 2018-07-11 21:16:56, 2018-07-11 21:19:34,11,54, WPA2, CCMP TKIP,PSK,-87,14,0,   0.  0.  0.  0,16, WifiTelsur_NOMA2,CAP4
40:0D:10:A5:6F:39, 2018-07-11 21:17:29, 2018-07-11 21:19:34,6,54, WPA2WPA , CCMP TKIP,PSK,-87,12,0,   0.  0.  0.  0,11, VTR-5487550,CAP4
4C:6E:6E:91:86:79, 2018-07-11 21:16:55, 2018-07-11 21:19:48,1,54, WPA2, CCMP TKIP,PSK,-86,11,0,   0.  0.  0.  0,11, electrinet2,CAP4
82:4C:4B:67:D8:91, 2018-07-11 21:16:52, 2018-07-11 21:19:49,11,54, WPA2, CCMP TKIP,PSK,-86,14,0,   0.  0.  0.  0,14, SHELL_ALEMANIA,CAP4
4C:6E:6E:A4:30:AD, 2018-07-11 21:17:11, 2018-07-11 21:19:34,11,54, WPA2, CCMP TKIP,PSK,-86,14,0,   0.  0.  0.  0,11, Telsur_WIFI,CAP4
D4:6E:0E:48:E4:74, 2018-07-11 21:16:56, 2018-07-11 21:19:48,8,54, WPA2WPA , CCMP TKIP,PSK,-86,14,0,   0.  0.  0.  0,6, NISSAN,CAP4
82:2A:A8:A1:76:3F, 2018-07-11 21:16:56, 2018-07-11 21:19:48,6,54, WPA2, CCMP,PSK,-85,11,0,   0.  0.  0.  0,14, PUNTO CREATIVO,CAP4
2C:AB:25:9B:24:83, 2018-07-11 21:16:56, 2018-07-11 21:19:34,11,54, WPA2WPA , CCMP,PSK,-85,14,0,   0.  0.  0.  0,15, movistar_9B2482,CAP4
A4:15:88:E4:5E:70, 2018-07-11 21:16:56, 2018-07-11 21:19:34,6,54, WPA2, CCMP,PSK,-85,6,0,   0.  0.  0.  0,8, VIRGINIA,CAP4
72:02:71:79:5D:5C, 2018-07-11 21:16:56, 2018-07-11 21:19:49,11,54, WPA2WPA , CCMP,PSK,-84,9,0,   0.  0.  0.  0,8, PashCafe,CAP4
92:2A:A8:A1:76:3F, 2018-07-11 21:16:56, 2018-07-11 21:19:48,6,54, OPN ,       ,   ,-84,14,0,   0.  0.  0.  0,22, Punto Creativo visitas,CAP4
00:27:22:3E:BB:D7, 2018-07-11 21:16:52, 2018-07-11 21:19:33,1,54, WPA2, CCMP TKIP,PSK,-84,14,0,   0.  0.  0.  0,11, Melillanca1,CAP4
40:0D:10:CF:82:31, 2018-07-11 21:17:43, 2018-07-11 21:19:48,1,54, WPA2WPA , CCMP TKIP,PSK,-83,2,0,   0.  0.  0.  0,11, VTR-2972846,CAP4
D4:68:4D:24:5C:DC, 2018-07-11 21:16:53, 2018-07-11 21:19:50,48,54, OPN ,       ,   ,-83,13,0,   0.  0.  0.  0,7, Alumnos,CAP4
D4:68:4D:24:5F:18, 2018-07-11 21:17:29, 2018-07-11 21:19:34,11,54, OPN ,       ,   ,-82,12,0,   0.  0.  0.  0,7, Alumnos,CAP4
D4:68:4D:24:5F:19, 2018-07-11 21:17:29, 2018-07-11 21:19:34,11,54, WPA2, CCMP,PSK,-81,9,0,   0.  0.  0.  0,3, PDV,CAP4
44:D9:E7:E0:DA:20, 2018-07-11 21:17:10, 2018-07-11 21:19:48,1,54, OPN ,       ,   ,-81,19,0,   0.  0.  0.  0,17, ConoceValdivia.cl,CAP4
48:D3:43:0E:3E:69, 2018-07-11 21:16:52, 2018-07-11 21:19:48,6,54, WPA2WPA , CCMP TKIP,PSK,-80,15,0,   0.  0.  0.  0,11, VTR-5833663,CAP4
D4:68:4D:24:5C:D8, 2018-07-11 21:16:52, 2018-07-11 21:19:33,1,54, OPN ,       ,   ,-80,8,0,   0.  0.  0.  0,7, Alumnos,CAP4
62:02:71:7B:FA:51, 2018-07-11 21:16:52, 2018-07-11 21:19:49,9,54, WPA2WPA , CCMP,PSK,-79,17,0,   0.  0.  0.  0,15, WifiTelsur_NOMA,CAP4
D4:68:4D:24:5C:D9, 2018-07-11 21:16:52, 2018-07-11 21:19:33,1,54, WPA2, CCMP,PSK,-79,7,0,   0.  0.  0.  0,3, PDV,CAP4
6A:D3:43:0E:3E:69, 2018-07-11 21:16:52, 2018-07-11 21:19:48,6,54, WPA2, CCMP,PSK,-79,12,0,   0.  0.  0.  0,17, Invitados Robledo,CAP4
00:1A:30:33:2F:F0, 2018-07-11 21:16:52, 2018-07-11 21:19:48,7,54, WPA , TKIP, MGT,-79,19,0,   0.  0.  0.  0,5, APCCU,CAP4
4E:6E:6E:98:08:8F, 2018-07-11 21:16:52, 2018-07-11 21:19:48,3,54, WPA2, CCMP,PSK,-78,23,0,   0.  0.  0.  0,4, Home,CAP4
4C:6E:6E:98:08:8F, 2018-07-11 21:16:52, 2018-07-11 21:19:48,3,54, WPA2, CCMP TKIP,PSK,-78,23,0,   0.  0.  0.  0,15, canelos CLIENTE,CAP4
82:6D:1A:ED:83:94, 2018-07-11 21:16:52, 2018-07-11 21:19:48,1,54, WPA2, CCMP TKIP,PSK,-76,14,0,   0.  0.  0.  0,4, Wifi,CAP4
44:D9:E7:E1:F3:70, 2018-07-11 21:16:53, 2018-07-11 21:19:49,-1,54, OPN ,       ,   ,-74,14,0,   0.  0.  0.  0,13, SmartValdivia,CAP4
44:D9:E7:E1:F3:60, 2018-07-11 21:16:52, 2018-07-11 21:19:49,11,54, OPN ,       ,   ,-70,26,0,   0.  0.  0.  0,13, SmartValdivia,CAP4
02:2A:6A:68:7F:62, 2018-07-11 21:17:44, 2018-07-11 21:19:49,10,11, OPN ,       ,   ,-1,9,0,   0.  0.  0.  0,8, HP4576E1,CAP4
,,,,,,,,,,,,,,
Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs,,,,,,,,
68:B5:99:45:76:E1, 2018-07-11 21:17:44, 2018-07-11 21:19:49,-87,9, 02:2A:6A:68:7F:62,,,,,,,,,
