Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
11;infrastructure;la_cava_del_buho;00:07:26:16:89:1B;;8;No;WPA2,WPA,AES-CCM;No;54.0;0;6;0;0;0;0;0;;;Wed Jul 11 21:48:09 2018;Wed Jul 11 21:50:49 2018;-90;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
12;infrastructure;Telsur_WIFI;4C:6E:6E:A4:30:AD;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;8;0;0;0;0;0;;;Wed Jul 11 21:48:10 2018;Wed Jul 11 21:50:50 2018;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
13;infrastructure;PUNTO CREATIVO;82:2A:A8:A1:76:3F;;6;No;WPA2,AES-CCM;No;54.0;0;13;0;0;0;0;0;;;Wed Jul 11 21:47:55 2018;Wed Jul 11 21:50:49 2018;-88;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
14;infrastructure;GOMEZ;D4:05:98:60:F6:C0;;9;No;WPA2,AES-CCM;No;54.0;0;9;0;0;0;0;0;;;Wed Jul 11 21:48:24 2018;Wed Jul 11 21:50:50 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
15;infrastructure;Melillanca1;00:27:22:3E:BB:D7;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;7;0;0;0;0;0;;;Wed Jul 11 21:48:23 2018;Wed Jul 11 21:50:48 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
16;infrastructure;WSE;38:FF:36:0E:DE:3C;;44;No;WPA2,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Wed Jul 11 21:49:28 2018;Wed Jul 11 21:50:36 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
17;infrastructure;Punto Creativo visitas;92:2A:A8:A1:76:3F;;6;No;OPN,None;No;54.0;0;9;0;0;0;0;0;;;Wed Jul 11 21:48:23 2018;Wed Jul 11 21:50:35 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
18;infrastructure;SmartValdivia;44:D9:E7:E1:F3:70;;-1;No;OPN,None;No;54.0;0;8;0;0;0;0;0;;;Wed Jul 11 21:47:56 2018;Wed Jul 11 21:50:50 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
19;infrastructure;NEWEN;38:60:77:0C:7D:1D;;9;No;WPA2,AES-CCM,TKIP;No;54.0;0;14;0;0;0;0;0;;;Wed Jul 11 21:47:55 2018;Wed Jul 11 21:50:35 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
20;infrastructure;canelos CLIENTE;4C:6E:6E:98:08:8F;;3;No;WPA2,AES-CCM,TKIP;No;54.0;0;13;0;0;0;0;0;;;Wed Jul 11 21:47:54 2018;Wed Jul 11 21:50:49 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
21;infrastructure;WifiTelsur_CASAAB;4C:6E:6E:98:FB:4A;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;4;0;0;0;0;0;;;Wed Jul 11 21:47:54 2018;Wed Jul 11 21:50:49 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
22;infrastructure;SmartValdivia;44:D9:E7:E1:F3:60;;11;No;OPN,None;No;54.0;0;25;0;0;0;0;0;;;Wed Jul 11 21:47:55 2018;Wed Jul 11 21:50:50 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
23;infrastructure;Soc-Montory;72:02:71:5E:53:62;;6;No;WPA2,AES-CCM;No;54.0;0;22;0;0;0;0;0;;;Wed Jul 11 21:47:55 2018;Wed Jul 11 21:50:49 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
24;infrastructure;VTR-7448158;40:0D:10:A4:45:59;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;11;0;0;0;0;0;;;Wed Jul 11 21:47:54 2018;Wed Jul 11 21:50:48 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
25;infrastructure;WSE;38:FF:36:0E:DE:38;;6;No;WPA2,AES-CCM;No;54.0;0;16;0;0;0;0;0;;;Wed Jul 11 21:48:09 2018;Wed Jul 11 21:50:49 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
26;infrastructure;C_MONTORY;90:F6:52:63:49:D4;;6;No;WPA2,WPA,AES-CCM;No;54.0;0;26;0;0;0;0;0;;;Wed Jul 11 21:47:54 2018;Wed Jul 11 21:50:49 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
27;infrastructure;WifiTelsur_DP;62:02:71:5A:BF:57;;2;No;WPA2,WPA,AES-CCM;No;54.0;0;17;0;0;0;0;0;;;Wed Jul 11 21:47:54 2018;Wed Jul 11 21:50:49 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
28;infrastructure;ISIDORA;84:AA:9C:6F:80:18;;11;No;WPA2,AES-CCM;No;54.0;0;30;0;0;0;0;0;;;Wed Jul 11 21:47:55 2018;Wed Jul 11 21:50:50 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
29;infrastructure;FamiliaRosasBahamonde;00:14:A5:C5:94:C9;;4;No;WPA,TKIP;No;54.0;0;34;0;0;0;0;0;;;Wed Jul 11 21:47:54 2018;Wed Jul 11 21:50:49 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
30;infrastructure;wifitelsur_cabana1;62:02:71:77:DE:8D;;9;No;WPA2,WPA,AES-CCM;No;54.0;0;29;0;0;0;0;0;;;Wed Jul 11 21:47:55 2018;Wed Jul 11 21:50:49 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
31;infrastructure;wifitelsur_cabana25G;4C:6E:6E:99:D0:55;;36;No;WPA2,AES-CCM,TKIP;No;54.0;0;18;0;0;0;0;0;;;Wed Jul 11 21:47:55 2018;Wed Jul 11 21:50:50 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
32;infrastructure;VTR-7259770;48:D3:43:60:14:E1;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;34;0;0;0;0;0;;;Wed Jul 11 21:47:54 2018;Wed Jul 11 21:50:49 2018;-73;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
33;infrastructure;wifitelsur_lacasita;4C:6E:6E:A8:43:4D;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;24;0;0;0;0;0;;;Wed Jul 11 21:47:54 2018;Wed Jul 11 21:50:49 2018;-72;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
34;infrastructure;CAIMAN;34:57:60:7B:79:A8;;11;No;WPA2,AES-CCM;No;54.0;0;41;0;0;0;0;0;;;Wed Jul 11 21:47:55 2018;Wed Jul 11 21:50:50 2018;-68;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
35;infrastructure;wifitelsur_cabana2;4C:6E:6E:99:D0:54;;3;No;WPA2,AES-CCM,TKIP;No;54.0;0;41;0;0;0;0;0;;;Wed Jul 11 21:47:54 2018;Wed Jul 11 21:50:49 2018;-66;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
