Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
11;infrastructure;ANTONIA;4C:72:B9:30:91:F1;;9;No;WPA2,AES-CCM,TKIP;No;54.0;0;6;0;0;0;0;0;;;Wed Jul 11 21:04:45 2018;Wed Jul 11 21:06:03 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
12;infrastructure;ISIDORA;84:AA:9C:6F:80:18;;11;No;WPA2,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Wed Jul 11 21:05:00 2018;Wed Jul 11 21:06:21 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
13;infrastructure;Plus 11;DC:9F:DB:60:F7:26;;6;No;WPA2,AES-CCM;No;54.0;0;3;0;0;0;0;0;;;Wed Jul 11 21:05:42 2018;Wed Jul 11 21:06:21 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
14;infrastructure;VDR3;00:1F:1F:F7:10:60;;1;No;WPA,TKIP;No;54.0;0;2;0;0;0;0;0;;;Wed Jul 11 21:06:20 2018;Wed Jul 11 21:06:20 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
15;infrastructure;HOSTAL II 2.4G;4C:6E:6E:9E:7B:EB;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Wed Jul 11 21:04:29 2018;Wed Jul 11 21:06:34 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
16;infrastructure;SALA PROFESORES;4C:6E:6E:AD:CC:64;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;5;0;0;0;0;0;;;Wed Jul 11 21:04:29 2018;Wed Jul 11 21:07:03 2018;-89;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
17;infrastructure;wifitelsur_MAXIMILIANO;00:25:C4:4C:1B:01;;1;No;WEP;No;54.0;0;4;0;0;0;0;0;;;Wed Jul 11 21:04:58 2018;Wed Jul 11 21:07:05 2018;-89;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
18;infrastructure;CAIMAN;34:57:60:7B:79:A8;;11;No;WPA2,AES-CCM;No;54.0;0;6;0;0;0;0;0;;;Wed Jul 11 21:05:43 2018;Wed Jul 11 21:07:04 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
19;infrastructure;RPENZO;A4:15:88:2D:AB:40;;9;No;WPA2,AES-CCM;No;54.0;0;6;0;0;0;0;0;;;Wed Jul 11 21:05:28 2018;Wed Jul 11 21:06:50 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
20;infrastructure;wifitelsur_Cabaña;4C:6E:6E:A0:2C:B8;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;5;0;0;0;0;0;;;Wed Jul 11 21:04:27 2018;Wed Jul 11 21:06:50 2018;-87;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
21;infrastructure;VDR1;68:72:51:4C:7A:39;;4;No;WPA2,AES-CCM;No;54.0;0;16;0;0;0;0;0;;;Wed Jul 11 21:04:27 2018;Wed Jul 11 21:07:04 2018;-86;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
22;infrastructure;VTR-0425039;C0:05:C2:A5:3F:99;;9;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;10;0;0;0;0;0;;;Wed Jul 11 21:05:13 2018;Wed Jul 11 21:07:09 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
23;infrastructure;wifitelsur_HEVPA;E2:CC:6D:CE:07:5F;;1;No;WPA,AES-CCM,TKIP;No;54.0;0;11;0;0;0;0;0;;;Wed Jul 11 21:04:29 2018;Wed Jul 11 21:07:08 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
24;infrastructure;Plus 11;68:72:51:20:B8:0A;;4;No;WPA2,AES-CCM;No;54.0;0;14;0;0;0;0;0;;;Wed Jul 11 21:04:30 2018;Wed Jul 11 21:07:09 2018;-85;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
25;infrastructure;EMn-9ef88e-10-14102;00:0F:60:08:AA:0A;;11;No;WPA2,AES-CCM;No;54.0;0;20;0;0;0;0;0;;;Wed Jul 11 21:04:31 2018;Wed Jul 11 21:07:10 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
26;infrastructure;VTR-7448158;40:0D:10:A4:45:5F;;157;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;9;0;0;0;0;0;;;Wed Jul 11 21:04:29 2018;Wed Jul 11 21:07:13 2018;-84;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
27;infrastructure;ConoceValdivia.cl;44:D9:E7:E0:DA:20;;1;No;OPN,None;No;54.0;0;12;0;0;0;0;0;;;Wed Jul 11 21:04:30 2018;Wed Jul 11 21:07:08 2018;-83;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
28;infrastructure;hostal645;EA:65:D4:2F:9A:12;;1;No;WPA2,WPA,AES-CCM;No;54.0;0;7;0;0;0;0;0;;;Wed Jul 11 21:04:58 2018;Wed Jul 11 21:07:03 2018;-82;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
29;infrastructure;Molegavi;E0:69:95:80:5F:B6;;7;No;WPA,TKIP;No;54.0;0;9;0;0;0;0;0;;;Wed Jul 11 21:05:42 2018;Wed Jul 11 21:07:09 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
30;infrastructure;VTR-0425039;C0:05:C2:A5:3F:9F;;36;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;2;0;0;0;0;0;;;Wed Jul 11 21:04:27 2018;Wed Jul 11 21:06:50 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
31;infrastructure;TP-Link_51F6;AC:84:C6:47:51:F6;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;11;0;0;0;0;0;;;Wed Jul 11 21:04:30 2018;Wed Jul 11 21:07:09 2018;-81;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
32;infrastructure;VTR-7259770;48:D3:43:60:14:E7;;149;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;8;0;0;0;0;0;;;Wed Jul 11 21:04:48 2018;Wed Jul 11 21:07:12 2018;-80;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
33;infrastructure;telsur_wifi_MVRE;28:28:5D:D1:5B:70;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;23;0;0;0;0;0;;;Wed Jul 11 21:04:27 2018;Wed Jul 11 21:07:09 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
34;infrastructure;Wifi;82:6D:1A:ED:83:94;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;16;0;0;0;0;0;;;Wed Jul 11 21:04:30 2018;Wed Jul 11 21:07:03 2018;-74;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
35;infrastructure;Wifi_DNRV;00:25:C4:4C:53:21;;11;No;WPA,TKIP;No;54.0;0;29;0;0;0;0;0;;;Wed Jul 11 21:04:27 2018;Wed Jul 11 21:07:10 2018;-74;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
36;infrastructure;wifitelsur_lacasita;4C:6E:6E:A8:43:4D;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;29;0;0;0;0;0;;;Wed Jul 11 21:04:29 2018;Wed Jul 11 21:07:09 2018;-73;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
37;infrastructure;VTR-1827716;C0:05:C2:A0:FB:51;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;9;0;0;0;0;0;;;Wed Jul 11 21:04:27 2018;Wed Jul 11 21:07:09 2018;-72;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
38;infrastructure;VTR-7067395;C0:05:C2:DD:3B:01;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;22;0;0;0;0;0;;;Wed Jul 11 21:04:30 2018;Wed Jul 11 21:07:06 2018;-72;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
39;infrastructure;WIFI_LAVET;30:91:8F:09:86:D5;;11;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;6;0;0;0;0;0;;;Wed Jul 11 21:04:27 2018;Wed Jul 11 21:07:06 2018;-71;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
40;infrastructure;CELESTE;40:70:09:61:3D:E0;;11;No;WPA2,AES-CCM;No;54.0;0;26;0;0;0;0;0;;;Wed Jul 11 21:04:27 2018;Wed Jul 11 21:07:10 2018;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
41;infrastructure;VTR-7448158;40:0D:10:A4:45:59;;1;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;21;0;0;0;0;0;;;Wed Jul 11 21:04:26 2018;Wed Jul 11 21:07:09 2018;-71;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
42;infrastructure;VTR-7259770;48:D3:43:60:14:E1;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;4;0;0;0;0;0;;;Wed Jul 11 21:04:27 2018;Wed Jul 11 21:07:06 2018;-67;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
43;infrastructure;Yordiytabi;7C:1C:68:BF:4D:D0;;1;No;OPN,None;No;54.0;0;18;0;0;0;0;0;;;Wed Jul 11 21:04:29 2018;Wed Jul 11 21:07:08 2018;-64;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
44;infrastructure;CELESTE-5G;40:70:09:61:3D:E5;;48;No;WPA2,AES-CCM;No;54.0;0;15;0;0;0;0;0;;;Wed Jul 11 21:04:27 2018;Wed Jul 11 21:07:10 2018;-59;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
