,,,,,,,,,,,,,,
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID,FILE
E8:65:D4:2F:9A:11, 2018-07-11 21:52:06, 2018-07-11 21:54:46,1,54, WPA2WPA , CCMP,PSK,-89,3,0,   0.  0.  0.  0,8, wificasa,CAP11
00:14:A5:C5:94:C9, 2018-07-11 21:52:55, 2018-07-11 21:55:01,4,54, WPA , TKIP,PSK,-88,14,0,   0.  0.  0.  0,21, FamiliaRosasBahamonde,CAP11
4C:6E:6E:AD:CC:64, 2018-07-11 21:52:06, 2018-07-11 21:55:00,1,54, WPA2, CCMP TKIP,PSK,-87,5,0,   0.  0.  0.  0,15, SALA PROFESORES,CAP11
4C:6E:6E:A0:2C:B8, 2018-07-11 21:52:21, 2018-07-11 21:55:02,11,54, WPA2, CCMP TKIP,PSK,-87,10,0,   0.  0.  0.  0,18, wifitelsur_Cabaña,CAP11
44:D9:E7:E1:F3:60, 2018-07-11 21:52:07, 2018-07-11 21:54:47,11,54, OPN ,       ,   ,-87,11,0,   0.  0.  0.  0,13, SmartValdivia,CAP11
4C:6E:6E:A4:30:AD, 2018-07-11 21:52:36, 2018-07-11 21:54:47,11,54, WPA2, CCMP TKIP,PSK,-86,7,0,   0.  0.  0.  0,11, Telsur_WIFI,CAP11
C0:05:C2:A5:3F:9F, 2018-07-11 21:52:38, 2018-07-11 21:55:02,36,54, WPA2WPA , CCMP TKIP,PSK,-86,2,0,   0.  0.  0.  0,11, VTR-0425039,CAP11
92:2A:A8:A1:76:3F, 2018-07-11 21:52:21, 2018-07-11 21:54:47,6,54, OPN ,       ,   ,-85,10,0,   0.  0.  0.  0,22, Punto Creativo visitas,CAP11
40:70:09:61:3D:E5, 2018-07-11 21:52:08, 2018-07-11 21:55:02,48,54, WPA2, CCMP,PSK,-84,9,0,   0.  0.  0.  0,10, CELESTE-5G,CAP11
04:95:E6:90:A1:F0, 2018-07-11 21:52:54, 2018-07-11 21:55:01,1,54, WPA2, CCMP,PSK,-84,9,0,   0.  0.  0.  0,4, hugo,CAP11
48:D3:43:60:14:E7, 2018-07-11 21:51:55, 2018-07-11 21:55:04,149,54, WPA2WPA , CCMP TKIP,PSK,-82,11,0,   0.  0.  0.  0,11, VTR-7259770,CAP11
D4:05:98:60:F6:C0, 2018-07-11 21:52:55, 2018-07-11 21:55:01,9,54, WPA2, CCMP,PSK,-82,9,0,   0.  0.  0.  0,5, GOMEZ,CAP11
FC:2D:5E:CE:48:22, 2018-07-11 21:52:06, 2018-07-11 21:55:00,1,54, WPA2, CCMP,PSK,-82,17,0,   0.  0.  0.  0,10, WOM-CE4822,CAP11
4C:6E:6E:99:D0:54, 2018-07-11 21:52:06, 2018-07-11 21:55:01,3,54, WPA2, CCMP TKIP,PSK,-82,15,0,   0.  0.  0.  0,18, wifitelsur_cabana2,CAP11
62:02:71:5A:BF:57, 2018-07-11 21:52:06, 2018-07-11 21:55:01,2,54, WPA2WPA , CCMP,PSK,-80,14,0,   0.  0.  0.  0,13, WifiTelsur_DP,CAP11
00:25:C4:4C:53:21, 2018-07-11 21:52:07, 2018-07-11 21:55:02,11,54, WPA , TKIP,PSK,-80,21,0,   0.  0.  0.  0,9, Wifi_DNRV,CAP11
40:0D:10:A4:45:59, 2018-07-11 21:52:37, 2018-07-11 21:54:46,1,54, WPA2WPA , CCMP TKIP,PSK,-79,2,0,   0.  0.  0.  0,11, VTR-7448158,CAP11
62:02:71:77:DE:8D, 2018-07-11 21:52:07, 2018-07-11 21:55:01,9,54, WPA2WPA , CCMP,PSK,-75,26,0,   0.  0.  0.  0,18, wifitelsur_cabana1,CAP11
48:D3:43:60:14:E1, 2018-07-11 21:52:06, 2018-07-11 21:55:01,6,54, WPA2WPA , CCMP TKIP,PSK,-71,19,0,   0.  0.  0.  0,11, VTR-7259770,CAP11
34:57:60:7B:79:A8, 2018-07-11 21:52:07, 2018-07-11 21:55:02,11,54, WPA2, CCMP,PSK,-71,29,0,   0.  0.  0.  0,6, CAIMAN,CAP11
4C:72:B9:30:91:F1, 2018-07-11 21:52:36, 2018-07-11 21:55:01,9,54, WPA2, CCMP TKIP,PSK,-67,11,0,   0.  0.  0.  0,7, ANTONIA,CAP11
4C:6E:6E:A8:43:4D, 2018-07-11 21:52:06, 2018-07-11 21:55:01,1,54, WPA2, CCMP TKIP,PSK,-66,18,0,   0.  0.  0.  0,19, wifitelsur_lacasita,CAP11
84:AA:9C:6F:80:18, 2018-07-11 21:52:07, 2018-07-11 21:55:02,11,54, WPA2, CCMP,PSK,-61,44,0,   0.  0.  0.  0,7, ISIDORA,CAP11
,,,,,,,,,,,,,,
Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs,,,,,,,,
