Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
25;infrastructure;Telsur_WIFI;4C:6E:6E:A4:30:AD;;11;No;WPA2,AES-CCM,TKIP;No;54.0;0;34;0;0;0;0;0;;;Wed Jul 11 21:42:26 2018;Wed Jul 11 21:45:49 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
26;infrastructure;wifitelsur_lacasita;4C:6E:6E:A8:43:4D;;1;No;WPA2,AES-CCM,TKIP;No;54.0;0;9;0;0;0;0;0;;;Wed Jul 11 21:42:53 2018;Wed Jul 11 21:45:34 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
27;infrastructure;FamiliaRosasBahamonde;00:14:A5:C5:94:C9;;4;No;WPA,TKIP;No;54.0;0;32;0;0;0;0;0;;;Wed Jul 11 21:42:25 2018;Wed Jul 11 21:45:48 2018;-79;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
28;infrastructure;VTR-7259770;48:D3:43:60:14:E1;;6;No;WPA2,WPA,AES-CCM,TKIP;No;54.0;0;21;0;0;0;0;0;;;Wed Jul 11 21:42:25 2018;Wed Jul 11 21:45:34 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
29;infrastructure;SmartValdivia;44:D9:E7:E1:F3:70;;-1;No;OPN,None;No;54.0;0;16;0;0;0;0;0;;;Wed Jul 11 21:42:26 2018;Wed Jul 11 21:45:50 2018;-77;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
30;infrastructure;NORA....;48:D3:43:8B:13:DF;;36;No;WPA2,AES-CCM;No;54.0;0;15;0;0;0;0;0;;;Wed Jul 11 21:42:26 2018;Wed Jul 11 21:45:49 2018;-76;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
31;infrastructure;Motorola;00:14:A5:C5:96:5D;;7;No;OPN,None;No;54.0;0;24;0;0;0;0;0;;;Wed Jul 11 21:42:25 2018;Wed Jul 11 21:45:49 2018;-73;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
32;infrastructure;NORA....;18:A6:F7:B0:22:E2;;6;No;WPA2,AES-CCM,TKIP;No;54.0;0;34;0;0;0;0;0;;;Wed Jul 11 21:42:25 2018;Wed Jul 11 21:45:49 2018;-72;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
33;infrastructure;CAIMAN;34:57:60:7B:79:A8;;11;No;WPA2,AES-CCM;No;54.0;0;38;0;0;0;0;0;;;Wed Jul 11 21:42:26 2018;Wed Jul 11 21:45:49 2018;-70;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
34;infrastructure;SmartValdivia;44:D9:E7:E1:F3:60;;11;No;OPN,None;No;54.0;0;46;0;0;0;0;0;;;Wed Jul 11 21:42:26 2018;Wed Jul 11 21:45:49 2018;-69;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
35;infrastructure;FAM.N.CARD.1;58:98:35:11:A9:44;;1;No;WEP;No;54.0;0;36;0;0;0;0;0;;;Wed Jul 11 21:42:25 2018;Wed Jul 11 21:45:48 2018;-67;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
36;infrastructure;NORA....;48:D3:43:8B:13:D9;;6;No;WPA2,AES-CCM;No;54.0;0;41;0;0;0;0;0;;;Wed Jul 11 21:42:25 2018;Wed Jul 11 21:45:49 2018;-65;0;0;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0.0.0.0;
