,,,,,,,,,,,,,,
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID,FILE
48:D3:43:60:14:E1, 2018-07-11 21:08:18, 2018-07-11 21:10:50,6,54, WPA2WPA , CCMP TKIP,PSK,-83,1,0,   0.  0.  0.  0,11, VTR-7259770,CAP2
82:4C:4B:67:D8:91, 2018-07-11 21:10:45, 2018-07-11 21:11:09,11,54, WPA2, CCMP TKIP,PSK,-91,2,0,   0.  0.  0.  0,14, SHELL_ALEMANIA,CAP2
50:17:FF:F4:21:63, 2018-07-11 21:10:00, 2018-07-11 21:11:08,1,54, WPA2, CCMP,PSK,-91,3,0,   0.  0.  0.  0,8, WLAN_LAN,CAP2
F4:F2:6D:6E:12:06, 2018-07-11 21:10:53, 2018-07-11 21:11:08,3,54, WPA2, CCMP,PSK,-90,2,0,   0.  0.  0.  0,10, Hotel P3-1,CAP2
E2:7E:53:D1:E0:67, 2018-07-11 21:08:59, 2018-07-11 21:11:08,6,54, WPA2, CCMP TKIP,PSK,-89,2,0,   0.  0.  0.  0,15, wifitelsur_RENE,CAP2
50:C7:BF:29:16:B0, 2018-07-11 21:10:15, 2018-07-11 21:11:08,1,54, WPA2WPA , CCMP,PSK,-89,4,0,   0.  0.  0.  0,12, Hotel P4 - 2,CAP2
E2:9A:DA:58:06:F5, 2018-07-11 21:09:32, 2018-07-11 21:11:08,1,54, WPA2, CCMP TKIP,PSK,-88,4,0,   0.  0.  0.  0,7, Wifi123,CAP2
D0:C7:89:CD:C8:E2, 2018-07-11 21:10:29, 2018-07-11 21:11:08,1,54, OPN ,       ,   ,-87,3,0,   0.  0.  0.  0,18, UNOSALUD-PACIENTES,CAP2
D0:C7:89:CD:C8:E0, 2018-07-11 21:10:00, 2018-07-11 21:11:08,1,54, WPA2, CCMP, MGT,-87,5,0,   0.  0.  0.  0,17, UNOSALUD-CLINICAS,CAP2
4C:6E:6E:91:86:79, 2018-07-11 21:09:17, 2018-07-11 21:11:08,1,54, WPA2, CCMP TKIP,PSK,-86,7,0,   0.  0.  0.  0,11, electrinet2,CAP2
D4:68:4D:24:5C:D8, 2018-07-11 21:08:44, 2018-07-11 21:11:08,1,54, OPN ,       ,   ,-85,8,0,   0.  0.  0.  0,7, Alumnos,CAP2
D4:68:4D:24:5C:DD, 2018-07-11 21:08:46, 2018-07-11 21:11:10,48,54, WPA2, CCMP,PSK,-85,8,0,   0.  0.  0.  0,3, PDV,CAP2
D4:68:4D:24:5C:D9, 2018-07-11 21:08:59, 2018-07-11 21:11:08,1,54, WPA2, CCMP,PSK,-85,5,0,   0.  0.  0.  0,3, PDV,CAP2
D4:68:4D:24:5C:DC, 2018-07-11 21:08:46, 2018-07-11 21:11:10,48,54, OPN ,       ,   ,-84,8,0,   0.  0.  0.  0,7, Alumnos,CAP2
C0:05:C2:DD:3B:01, 2018-07-11 21:08:18, 2018-07-11 21:11:08,6,54, WPA2WPA , CCMP TKIP,PSK,-84,9,0,   0.  0.  0.  0,11, VTR-7067395,CAP2
44:D9:E7:E0:DA:20, 2018-07-11 21:08:18, 2018-07-11 21:11:08,1,54, OPN ,       ,   ,-84,11,0,   0.  0.  0.  0,17, ConoceValdivia.cl,CAP2
4C:6E:6E:9A:DA:8E, 2018-07-11 21:08:18, 2018-07-11 21:11:08,4,54, WPA2, CCMP TKIP,PSK,-83,15,0,   0.  0.  0.  0,15, WifiTelsur_DA8D,CAP2
E2:CC:6D:CE:07:5F, 2018-07-11 21:08:44, 2018-07-11 21:11:08,1,54, WPA , CCMP TKIP,PSK,-80,24,0,   0.  0.  0.  0,16, wifitelsur_HEVPA,CAP2
00:1A:30:33:2F:F0, 2018-07-11 21:08:41, 2018-07-11 21:11:08,7,54, WPA , TKIP, MGT,-79,13,0,   0.  0.  0.  0,5, APCCU,CAP2
C0:05:C2:A0:FB:57, 2018-07-11 21:08:17, 2018-07-11 21:11:11,149,54, WPA2WPA , CCMP TKIP,PSK,-78,11,0,   0.  0.  0.  0,11, VTR-1827716,CAP2
00:0F:60:08:AA:0A, 2018-07-11 21:08:41, 2018-07-11 21:11:09,11,54, WPA2, CCMP,PSK,-77,27,0,   0.  0.  0.  0,19, EMn-9ef88e-10-14102,CAP2
22:F0:2F:91:E5:69, 2018-07-11 21:08:18, 2018-07-11 21:11:09,11,54, WPA2, CCMP,PSK,-75,9,0,   0.  0.  0.  0,28, DIRECT-EPDESKTOP-4I3UA4DmsVR,CAP2
4C:6E:6E:9C:F6:3A, 2018-07-11 21:08:41, 2018-07-11 21:11:08,5,54, WPA2, CCMP TKIP,PSK,-75,22,0,   0.  0.  0.  0,11, wifi_cabana,CAP2
00:25:C4:4C:53:21, 2018-07-11 21:08:18, 2018-07-11 21:11:09,11,54, WPA , TKIP,PSK,-70,24,0,   0.  0.  0.  0,9, Wifi_DNRV,CAP2
AC:84:C6:47:51:F6, 2018-07-11 21:08:18, 2018-07-11 21:11:08,6,54, WPA2, CCMP TKIP,PSK,-69,21,0,   0.  0.  0.  0,12, Casa Centro,CAP2
C0:05:C2:A0:FB:51, 2018-07-11 21:08:18, 2018-07-11 21:11:08,6,54, WPA2WPA , CCMP TKIP,PSK,-68,22,0,   0.  0.  0.  0,11, VTR-1827716,CAP2
82:6D:1A:ED:83:94, 2018-07-11 21:08:18, 2018-07-11 21:11:08,1,54, WPA2, CCMP TKIP,PSK,-59,17,0,   0.  0.  0.  0,4, Wifi,CAP2
40:70:09:61:3D:E0, 2018-07-11 21:08:18, 2018-07-11 21:11:09,11,54, WPA2, CCMP,PSK,-47,21,0,   0.  0.  0.  0,7, CELESTE,CAP2
40:70:09:61:3D:E5, 2018-07-11 21:08:19, 2018-07-11 21:11:10,48,54, WPA2, CCMP,PSK,-46,13,0,   0.  0.  0.  0,10, CELESTE-5G,CAP2
02:2A:6A:68:7F:62, 2018-07-11 21:09:33, 2018-07-11 21:11:09,10,11, OPN ,       ,   ,-1,5,0,   0.  0.  0.  0,8, HP4576E1,CAP2
